index,date,description,event_id,away_team,home_team,julian_day
0,2014-11-16T03:00:00Z,San Antonio Spurs at Sacramento Kings Tickets,9107213,San Antonio Spurs,Sacramento Kings,2014_320
1,2015-04-04T02:00:00Z,New Orleans Pelicans at Sacramento Kings Tickets,9107219,New Orleans Pelicans,Sacramento Kings,2015_094
2,2015-02-04T03:00:00Z,Golden State Warriors at Sacramento Kings Tickets,9107203,Golden State Warriors,Sacramento Kings,2015_035
3,2015-03-02T02:00:00Z,Portland Trail Blazers at Sacramento Kings Tickets,9107206,Portland Trail Blazers,Sacramento Kings,2015_061
4,2015-01-22T03:00:00Z,Brooklyn Nets at Sacramento Kings Tickets,9107298,Brooklyn Nets,Sacramento Kings,2015_022
5,2015-02-06T03:00:00Z,Dallas Mavericks at Sacramento Kings Tickets,9107288,Dallas Mavericks,Sacramento Kings,2015_037
6,2015-01-14T03:00:00Z,Dallas Mavericks at Sacramento Kings Tickets,9107287,Dallas Mavericks,Sacramento Kings,2015_014
7,2015-03-19T02:00:00Z,Los Angeles Clippers at Sacramento Kings Tickets,9107296,Los Angeles Clippers,Sacramento Kings,2015_078
8,2015-01-18T03:00:00Z,Los Angeles Clippers at Sacramento Kings Tickets,9107293,Los Angeles Clippers,Sacramento Kings,2015_018
9,2015-01-17T03:00:00Z,Miami Heat at Sacramento Kings Tickets,9107291,Miami Heat,Sacramento Kings,2015_017
10,2015-02-09T02:00:00Z,Phoenix Suns at Sacramento Kings Tickets,9107276,Phoenix Suns,Sacramento Kings,2015_040
11,2014-12-28T03:00:00Z,New York Knicks at Sacramento Kings Tickets,9107278,New York Knicks,Sacramento Kings,2014_362
12,2015-01-12T02:00:00Z,Cleveland Cavaliers at Sacramento Kings Tickets,9107282,Cleveland Cavaliers,Sacramento Kings,2015_012
13,2015-04-14T02:00:00Z,Los Angeles Lakers at Sacramento Kings Tickets,9107269,Los Angeles Lakers,Sacramento Kings,2015_104
14,2015-01-08T03:00:00Z,Oklahoma City Thunder at Sacramento Kings Tickets,9107257,Oklahoma City Thunder,Sacramento Kings,2015_008
15,2014-12-17T03:30:00Z,Oklahoma City Thunder at Sacramento Kings Tickets,9107255,Oklahoma City Thunder,Sacramento Kings,2014_351
16,2014-12-12T03:30:00Z,Houston Rockets at Sacramento Kings Tickets,9107249,Houston Rockets,Sacramento Kings,2014_346
17,2015-04-06T01:00:00Z,Utah Jazz at Sacramento Kings Tickets,9107244,Utah Jazz,Sacramento Kings,2015_096
18,2014-12-14T03:00:00Z,Detroit Pistons at Sacramento Kings Tickets,9107252,Detroit Pistons,Sacramento Kings,2014_348
19,2014-12-06T03:00:00Z,Indiana Pacers at Sacramento Kings Tickets,9107235,Indiana Pacers,Sacramento Kings,2014_340
20,2014-12-07T03:00:00Z,Orlando Magic at Sacramento Kings Tickets,9107237,Orlando Magic,Sacramento Kings,2014_341
21,2014-12-09T03:00:00Z,Utah Jazz at Sacramento Kings Tickets,9107240,Utah Jazz,Sacramento Kings,2014_343
22,2015-02-26T03:00:00Z,Memphis Grizzlies at Sacramento Kings Tickets,9107229,Memphis Grizzlies,Sacramento Kings,2015_057
23,2015-03-25T02:00:00Z,Philadelphia 76ers at Sacramento Kings Tickets,9107311,Philadelphia 76ers,Sacramento Kings,2015_084
24,2015-04-08T02:00:00Z,Minnesota Timberwolves at Sacramento Kings Tickets,9107314,Minnesota Timberwolves,Sacramento Kings,2015_098
25,2015-03-17T02:00:00Z,Atlanta Hawks at Sacramento Kings Tickets,9107305,Atlanta Hawks,Sacramento Kings,2015_076
26,2015-03-21T02:00:00Z,Charlotte Hornets at Sacramento Kings Tickets,9107307,Charlotte Hornets,Sacramento Kings,2015_080
27,2015-03-22T22:00:00Z,Washington Wizards at Sacramento Kings Tickets,9107309,Washington Wizards,Sacramento Kings,2015_081
28,2015-02-21T03:00:00Z,Boston Celtics at Sacramento Kings Tickets,9107301,Boston Celtics,Sacramento Kings,2015_052
29,2015-02-05T01:00:00Z,Oklahoma City Thunder at New Orleans Pelicans Tickets,9107336,Oklahoma City Thunder,New Orleans Pelicans,2015_036
30,2015-03-28T00:00:00Z,Sacramento Kings at New Orleans Pelicans Tickets,9107334,Sacramento Kings,New Orleans Pelicans,2015_087
31,2015-03-29T20:00:00Z,Minnesota Timberwolves at New Orleans Pelicans Tickets,9107330,Minnesota Timberwolves,New Orleans Pelicans,2015_088
32,2015-01-22T01:00:00Z,Los Angeles Lakers at New Orleans Pelicans Tickets,9107327,Los Angeles Lakers,New Orleans Pelicans,2015_022
33,2015-01-25T23:00:00Z,Dallas Mavericks at New Orleans Pelicans Tickets,9107320,Dallas Mavericks,New Orleans Pelicans,2015_025
34,2015-01-31T01:00:00Z,Los Angeles Clippers at New Orleans Pelicans Tickets,9107396,Los Angeles Clippers,New Orleans Pelicans,2015_031
35,2014-12-29T02:00:00Z,New York Knicks at Portland Trail Blazers Tickets,9107398,New York Knicks,Portland Trail Blazers,2014_363
36,2014-12-18T03:00:00Z,Milwaukee Bucks at Portland Trail Blazers Tickets,9107386,Milwaukee Bucks,Portland Trail Blazers,2014_352
37,2015-03-08T00:00:00Z,Memphis Grizzlies at New Orleans Pelicans Tickets,9107385,Memphis Grizzlies,New Orleans Pelicans,2015_067
38,2015-01-29T01:00:00Z,Denver Nuggets at New Orleans Pelicans Tickets,9107390,Denver Nuggets,New Orleans Pelicans,2015_029
39,2015-03-15T22:00:00Z,Denver Nuggets at New Orleans Pelicans Tickets,9107391,Denver Nuggets,New Orleans Pelicans,2015_074
40,2014-11-18T03:00:00Z,New Orleans Pelicans at Portland Trail Blazers Tickets,9107393,New Orleans Pelicans,Portland Trail Blazers,2014_322
41,2014-12-17T01:00:00Z,Utah Jazz at New Orleans Pelicans Tickets,9107352,Utah Jazz,New Orleans Pelicans,2014_351
42,2014-12-21T00:00:00Z,Portland Trail Blazers at New Orleans Pelicans Tickets,9107358,Portland Trail Blazers,New Orleans Pelicans,2014_355
43,2014-12-27T01:00:00Z,San Antonio Spurs at New Orleans Pelicans Tickets,9107362,San Antonio Spurs,New Orleans Pelicans,2014_361
44,2014-12-14T23:00:00Z,Golden State Warriors at New Orleans Pelicans Tickets,9107346,Golden State Warriors,New Orleans Pelicans,2014_348
45,2015-01-06T01:00:00Z,Washington Wizards at New Orleans Pelicans Tickets,9107377,Washington Wizards,New Orleans Pelicans,2015_006
46,2015-01-10T01:00:00Z,Memphis Grizzlies at New Orleans Pelicans Tickets,9107383,Memphis Grizzlies,New Orleans Pelicans,2015_010
47,2015-04-11T00:00:00Z,Phoenix Suns at New Orleans Pelicans Tickets,9107369,Phoenix Suns,New Orleans Pelicans,2015_101
48,2014-12-31T01:00:00Z,Phoenix Suns at New Orleans Pelicans Tickets,9107367,Phoenix Suns,New Orleans Pelicans,2014_365
49,2015-03-26T00:00:00Z,Houston Rockets at New Orleans Pelicans Tickets,9107373,Houston Rockets,New Orleans Pelicans,2015_085
50,2015-01-03T01:00:00Z,Houston Rockets at New Orleans Pelicans Tickets,9107372,Houston Rockets,New Orleans Pelicans,2015_003
51,2014-12-10T02:00:00Z,San Antonio Spurs at Utah Jazz Tickets,9107877,San Antonio Spurs,Utah Jazz,2014_344
52,2015-04-02T01:00:00Z,Denver Nuggets at Utah Jazz Tickets,9107871,Denver Nuggets,Utah Jazz,2015_092
53,2014-12-21T00:00:00Z,Utah Jazz at Charlotte Hornets Tickets,9107872,Utah Jazz,Charlotte Hornets,2014_355
54,2014-12-04T02:00:00Z,Toronto Raptors at Utah Jazz Tickets,9107873,Toronto Raptors,Utah Jazz,2014_338
55,2014-12-06T02:00:00Z,Orlando Magic at Utah Jazz Tickets,9107875,Orlando Magic,Utah Jazz,2014_340
56,2014-12-02T02:00:00Z,Denver Nuggets at Utah Jazz Tickets,9107869,Denver Nuggets,Utah Jazz,2014_336
57,2014-12-11T00:00:00Z,Boston Celtics at Charlotte Hornets Tickets,9107867,Boston Celtics,Charlotte Hornets,2014_345
58,2014-11-25T02:00:00Z,Chicago Bulls at Utah Jazz Tickets,9107861,Chicago Bulls,Utah Jazz,2014_329
59,2014-12-04T00:00:00Z,Chicago Bulls at Charlotte Hornets Tickets,9107864,Chicago Bulls,Charlotte Hornets,2014_338
60,2015-01-29T02:00:00Z,Los Angeles Clippers at Utah Jazz Tickets,9107865,Los Angeles Clippers,Utah Jazz,2015_029
61,2015-01-17T02:00:00Z,Los Angeles Lakers at Utah Jazz Tickets,9107899,Los Angeles Lakers,Utah Jazz,2015_017
62,2015-01-06T02:00:00Z,Indiana Pacers at Utah Jazz Tickets,9107895,Indiana Pacers,Utah Jazz,2015_006
63,2015-01-14T02:00:00Z,Golden State Warriors at Utah Jazz Tickets,9107896,Golden State Warriors,Utah Jazz,2015_014
64,2015-01-31T02:00:00Z,Golden State Warriors at Utah Jazz Tickets,9107898,Golden State Warriors,Utah Jazz,2015_031
65,2015-03-24T01:00:00Z,Minnesota Timberwolves at Utah Jazz Tickets,9107891,Minnesota Timberwolves,Utah Jazz,2015_083
66,2015-01-31T00:30:00Z,Houston Rockets at Boston Celtics Tickets,9107066,Houston Rockets,Boston Celtics,2015_031
67,2015-01-03T02:00:00Z,Atlanta Hawks at Utah Jazz Tickets,9107893,Atlanta Hawks,Utah Jazz,2015_003
68,2015-04-09T01:30:00Z,Phoenix Suns at Dallas Mavericks Tickets,9107075,Phoenix Suns,Dallas Mavericks,2015_099
69,2014-12-06T01:30:00Z,Phoenix Suns at Dallas Mavericks Tickets,9107072,Phoenix Suns,Dallas Mavericks,2014_340
70,2014-12-31T02:00:00Z,Minnesota Timberwolves at Utah Jazz Tickets,9107889,Minnesota Timberwolves,Utah Jazz,2014_365
71,2014-12-28T02:00:00Z,Philadelphia 76ers at Utah Jazz Tickets,9107882,Philadelphia 76ers,Utah Jazz,2014_362
72,2014-12-08T00:30:00Z,Milwaukee Bucks at Dallas Mavericks Tickets,9107079,Milwaukee Bucks,Dallas Mavericks,2014_342
73,2015-01-08T00:00:00Z,New Orleans Pelicans at Charlotte Hornets Tickets,9107883,New Orleans Pelicans,Charlotte Hornets,2015_008
74,2014-12-13T02:00:00Z,Miami Heat at Utah Jazz Tickets,9107881,Miami Heat,Utah Jazz,2014_347
75,2015-02-06T00:00:00Z,Washington Wizards at Charlotte Hornets Tickets,9107890,Washington Wizards,Charlotte Hornets,2015_037
76,2015-03-03T01:30:00Z,New Orleans Pelicans at Dallas Mavericks Tickets,9107085,New Orleans Pelicans,Dallas Mavericks,2015_062
77,2014-12-11T01:30:00Z,New Orleans Pelicans at Dallas Mavericks Tickets,9107081,New Orleans Pelicans,Dallas Mavericks,2014_345
78,2015-04-08T02:30:00Z,Los Angeles Lakers at Los Angeles Clippers Tickets,9108011,Los Angeles Lakers,Los Angeles Clippers,2015_098
79,2015-03-21T02:30:00Z,Washington Wizards at Los Angeles Clippers Tickets,9108009,Washington Wizards,Los Angeles Clippers,2015_080
80,2015-04-04T00:00:00Z,Orlando Magic at Minnesota Timberwolves Tickets,9108007,Orlando Magic,Minnesota Timberwolves,2015_094
81,2015-04-02T00:00:00Z,Toronto Raptors at Minnesota Timberwolves Tickets,9108005,Toronto Raptors,Minnesota Timberwolves,2015_092
82,2015-04-12T19:30:00Z,Charlotte Hornets at Detroit Pistons Tickets,9108006,Charlotte Hornets,Detroit Pistons,2015_102
83,2015-03-22T23:00:00Z,Charlotte Hornets at Minnesota Timberwolves Tickets,9108003,Charlotte Hornets,Minnesota Timberwolves,2015_081
84,2015-04-10T23:30:00Z,Indiana Pacers at Detroit Pistons Tickets,9108004,Indiana Pacers,Detroit Pistons,2015_100
85,2015-03-17T00:00:00Z,Brooklyn Nets at Minnesota Timberwolves Tickets,9108001,Brooklyn Nets,Minnesota Timberwolves,2015_076
86,2015-04-08T23:30:00Z,Boston Celtics at Detroit Pistons Tickets,9108002,Boston Celtics,Detroit Pistons,2015_098
87,2015-01-21T02:00:00Z,San Antonio Spurs at Denver Nuggets Tickets,9107493,San Antonio Spurs,Denver Nuggets,2015_021
88,2015-02-01T02:00:00Z,Los Angeles Clippers at San Antonio Spurs Tickets,9107490,Los Angeles Clippers,San Antonio Spurs,2015_032
89,2014-12-15T01:00:00Z,San Antonio Spurs at Denver Nuggets Tickets,9107489,San Antonio Spurs,Denver Nuggets,2014_349
90,2014-12-11T03:30:00Z,Miami Heat at Denver Nuggets Tickets,9107487,Miami Heat,Denver Nuggets,2014_345
91,2015-03-29T23:00:00Z,Memphis Grizzlies at San Antonio Spurs Tickets,9107485,Memphis Grizzlies,San Antonio Spurs,2015_088
92,2015-03-08T02:00:00Z,Houston Rockets at Denver Nuggets Tickets,9107499,Houston Rockets,Denver Nuggets,2015_067
93,2015-01-24T01:30:00Z,Los Angeles Lakers at San Antonio Spurs Tickets,9107496,Los Angeles Lakers,San Antonio Spurs,2015_024
94,2014-12-18T03:30:00Z,Houston Rockets at Denver Nuggets Tickets,9107495,Houston Rockets,Denver Nuggets,2014_352
95,2015-03-02T01:00:00Z,New Orleans Pelicans at Denver Nuggets Tickets,9107472,New Orleans Pelicans,Denver Nuggets,2015_061
96,2014-11-22T02:00:00Z,New Orleans Pelicans at Denver Nuggets Tickets,9107470,New Orleans Pelicans,Denver Nuggets,2014_326
97,2015-02-10T02:00:00Z,Oklahoma City Thunder at Denver Nuggets Tickets,9107465,Oklahoma City Thunder,Denver Nuggets,2015_041
98,2015-02-26T02:00:00Z,Phoenix Suns at Denver Nuggets Tickets,9107483,Phoenix Suns,Denver Nuggets,2015_057
99,2015-01-26T00:00:00Z,Milwaukee Bucks at San Antonio Spurs Tickets,9107477,Milwaukee Bucks,San Antonio Spurs,2015_026
100,2015-02-24T01:00:00Z,Toronto Raptors at New Orleans Pelicans Tickets,9107407,Toronto Raptors,New Orleans Pelicans,2015_055
101,2015-02-12T01:00:00Z,Indiana Pacers at New Orleans Pelicans Tickets,9107406,Indiana Pacers,New Orleans Pelicans,2015_043
102,2015-02-08T00:00:00Z,Chicago Bulls at New Orleans Pelicans Tickets,9107403,Chicago Bulls,New Orleans Pelicans,2015_039
103,2015-03-07T01:00:00Z,Boston Celtics at New Orleans Pelicans Tickets,9107418,Boston Celtics,New Orleans Pelicans,2015_066
104,2015-03-05T01:00:00Z,Detroit Pistons at New Orleans Pelicans Tickets,9107415,Detroit Pistons,New Orleans Pelicans,2015_064
105,2015-02-26T01:00:00Z,Brooklyn Nets at New Orleans Pelicans Tickets,9107410,Brooklyn Nets,New Orleans Pelicans,2015_057
106,2015-01-17T01:30:00Z,Portland Trail Blazers at San Antonio Spurs Tickets,9107446,Portland Trail Blazers,San Antonio Spurs,2015_017
107,2015-04-12T21:00:00Z,Sacramento Kings at Denver Nuggets Tickets,9107449,Sacramento Kings,Denver Nuggets,2015_102
108,2015-04-12T23:00:00Z,Phoenix Suns at San Antonio Spurs Tickets,9107450,Phoenix Suns,San Antonio Spurs,2015_102
109,2015-02-05T01:30:00Z,Orlando Magic at San Antonio Spurs Tickets,9107456,Orlando Magic,San Antonio Spurs,2015_036
110,2015-01-10T01:30:00Z,Phoenix Suns at San Antonio Spurs Tickets,9107452,Phoenix Suns,San Antonio Spurs,2015_010
111,2014-12-03T02:00:00Z,Portland Trail Blazers at Denver Nuggets Tickets,9107459,Portland Trail Blazers,Denver Nuggets,2014_337
112,2014-12-16T03:00:00Z,San Antonio Spurs at Portland Trail Blazers Tickets,9107420,San Antonio Spurs,Portland Trail Blazers,2014_350
113,2015-03-18T00:00:00Z,Milwaukee Bucks at New Orleans Pelicans Tickets,9107421,Milwaukee Bucks,New Orleans Pelicans,2015_077
114,2015-04-16T00:00:00Z,San Antonio Spurs at New Orleans Pelicans Tickets,9107425,San Antonio Spurs,New Orleans Pelicans,2015_106
115,2015-01-04T01:30:00Z,Washington Wizards at San Antonio Spurs Tickets,9107436,Washington Wizards,San Antonio Spurs,2015_004
116,2015-03-11T00:30:00Z,Toronto Raptors at San Antonio Spurs Tickets,9107439,Toronto Raptors,San Antonio Spurs,2015_070
117,2015-01-19T00:00:00Z,Utah Jazz at San Antonio Spurs Tickets,9107438,Utah Jazz,San Antonio Spurs,2015_019
118,2015-03-07T00:00:00Z,Sacramento Kings at Orlando Magic Tickets,9107615,Sacramento Kings,Orlando Magic,2015_066
119,2015-03-10T02:00:00Z,Golden State Warriors at Phoenix Suns Tickets,9107616,Golden State Warriors,Phoenix Suns,2015_069
120,2015-04-01T23:00:00Z,San Antonio Spurs at Orlando Magic Tickets,9107618,San Antonio Spurs,Orlando Magic,2015_091
121,2015-03-05T00:00:00Z,Phoenix Suns at Orlando Magic Tickets,9107610,Phoenix Suns,Orlando Magic,2015_064
122,2015-03-20T23:00:00Z,Portland Trail Blazers at Orlando Magic Tickets,9107612,Portland Trail Blazers,Orlando Magic,2015_079
123,2015-01-18T23:00:00Z,Oklahoma City Thunder at Orlando Magic Tickets,9107603,Oklahoma City Thunder,Orlando Magic,2015_018
124,2015-03-26T02:00:00Z,Sacramento Kings at Phoenix Suns Tickets,9107609,Sacramento Kings,Phoenix Suns,2015_085
125,2015-02-22T23:00:00Z,Philadelphia 76ers at Orlando Magic Tickets,9107607,Philadelphia 76ers,Orlando Magic,2015_053
126,2015-04-11T23:00:00Z,New York Knicks at Orlando Magic Tickets,9107601,New York Knicks,Orlando Magic,2015_101
127,2015-02-21T00:00:00Z,New Orleans Pelicans at Orlando Magic Tickets,9107591,New Orleans Pelicans,Orlando Magic,2015_052
128,2015-01-30T00:00:00Z,Milwaukee Bucks at Orlando Magic Tickets,9107585,Milwaukee Bucks,Orlando Magic,2015_030
129,2015-02-12T00:00:00Z,New York Knicks at Orlando Magic Tickets,9107599,New York Knicks,Orlando Magic,2015_043
130,2015-04-09T00:30:00Z,Houston Rockets at San Antonio Spurs Tickets,9107506,Houston Rockets,San Antonio Spurs,2015_099
131,2015-04-05T01:00:00Z,Los Angeles Clippers at Denver Nuggets Tickets,9107505,Los Angeles Clippers,Denver Nuggets,2015_095
132,2015-04-05T23:00:00Z,Golden State Warriors at San Antonio Spurs Tickets,9107509,Golden State Warriors,San Antonio Spurs,2015_095
133,2015-01-07T01:30:00Z,Detroit Pistons at San Antonio Spurs Tickets,9107512,Detroit Pistons,San Antonio Spurs,2015_007
134,2014-12-27T02:00:00Z,Minnesota Timberwolves at Denver Nuggets Tickets,9107511,Minnesota Timberwolves,Denver Nuggets,2014_361
135,2015-03-07T01:30:00Z,Denver Nuggets at San Antonio Spurs Tickets,9107516,Denver Nuggets,San Antonio Spurs,2015_066
136,2015-01-18T02:00:00Z,Minnesota Timberwolves at Denver Nuggets Tickets,9107514,Minnesota Timberwolves,Denver Nuggets,2015_018
137,2015-03-28T00:30:00Z,Dallas Mavericks at San Antonio Spurs Tickets,9107519,Dallas Mavericks,San Antonio Spurs,2015_087
138,2014-12-29T02:00:00Z,Toronto Raptors at Denver Nuggets Tickets,9107518,Toronto Raptors,Denver Nuggets,2014_363
139,2014-12-31T02:00:00Z,Los Angeles Lakers at Denver Nuggets Tickets,9107522,Los Angeles Lakers,Denver Nuggets,2014_365
140,2015-04-09T01:00:00Z,Los Angeles Lakers at Denver Nuggets Tickets,9107524,Los Angeles Lakers,Denver Nuggets,2015_099
141,2015-01-15T02:00:00Z,Dallas Mavericks at Denver Nuggets Tickets,9107534,Dallas Mavericks,Denver Nuggets,2015_015
142,2015-01-08T02:00:00Z,Orlando Magic at Denver Nuggets Tickets,9107531,Orlando Magic,Denver Nuggets,2015_008
143,2015-01-29T01:30:00Z,Charlotte Hornets at San Antonio Spurs Tickets,9107530,Charlotte Hornets,San Antonio Spurs,2015_029
144,2015-04-11T01:00:00Z,Dallas Mavericks at Denver Nuggets Tickets,9107537,Dallas Mavericks,Denver Nuggets,2015_101
145,2014-12-14T00:00:00Z,Atlanta Hawks at Orlando Magic Tickets,9107547,Atlanta Hawks,Orlando Magic,2014_348
146,2015-02-24T02:00:00Z,Brooklyn Nets at Denver Nuggets Tickets,9107549,Brooklyn Nets,Denver Nuggets,2015_055
147,2015-01-24T02:00:00Z,Boston Celtics at Denver Nuggets Tickets,9107540,Boston Celtics,Denver Nuggets,2015_024
148,2015-01-26T01:00:00Z,Washington Wizards at Denver Nuggets Tickets,9107542,Washington Wizards,Denver Nuggets,2015_026
149,2015-02-01T02:00:00Z,Charlotte Hornets at Denver Nuggets Tickets,9107544,Charlotte Hornets,Denver Nuggets,2015_032
150,2015-03-12T01:00:00Z,Atlanta Hawks at Denver Nuggets Tickets,9107558,Atlanta Hawks,Denver Nuggets,2015_071
151,2015-03-08T22:00:00Z,Boston Celtics at Orlando Magic Tickets,9107559,Boston Celtics,Orlando Magic,2015_067
152,2015-03-04T02:00:00Z,Milwaukee Bucks at Denver Nuggets Tickets,9107553,Milwaukee Bucks,Denver Nuggets,2015_063
153,2015-03-10T01:00:00Z,New York Knicks at Denver Nuggets Tickets,9107556,New York Knicks,Denver Nuggets,2015_069
154,2014-12-24T00:00:00Z,Boston Celtics at Orlando Magic Tickets,9107557,Boston Celtics,Orlando Magic,2014_358
155,2015-03-25T23:00:00Z,Atlanta Hawks at Orlando Magic Tickets,9107555,Atlanta Hawks,Orlando Magic,2015_084
156,2015-03-14T01:00:00Z,Golden State Warriors at Denver Nuggets Tickets,9107560,Golden State Warriors,Denver Nuggets,2015_073
157,2015-03-15T22:00:00Z,Cleveland Cavaliers at Orlando Magic Tickets,9107569,Cleveland Cavaliers,Orlando Magic,2015_074
158,2015-03-01T23:00:00Z,Charlotte Hornets at Orlando Magic Tickets,9107565,Charlotte Hornets,Orlando Magic,2015_060
159,2015-02-08T23:00:00Z,Chicago Bulls at Orlando Magic Tickets,9107566,Chicago Bulls,Orlando Magic,2015_039
160,2015-04-08T23:00:00Z,Chicago Bulls at Orlando Magic Tickets,9107567,Chicago Bulls,Orlando Magic,2015_098
161,2014-12-27T00:00:00Z,Cleveland Cavaliers at Orlando Magic Tickets,9107568,Cleveland Cavaliers,Orlando Magic,2014_361
162,2015-01-03T00:00:00Z,Brooklyn Nets at Orlando Magic Tickets,9107561,Brooklyn Nets,Orlando Magic,2015_003
163,2015-03-26T01:00:00Z,Philadelphia 76ers at Denver Nuggets Tickets,9107562,Philadelphia 76ers,Denver Nuggets,2015_085
164,2015-01-04T00:00:00Z,Charlotte Hornets at Orlando Magic Tickets,9107563,Charlotte Hornets,Orlando Magic,2015_004
165,2015-03-28T01:00:00Z,Utah Jazz at Denver Nuggets Tickets,9107564,Utah Jazz,Denver Nuggets,2015_087
166,2015-03-22T22:00:00Z,Denver Nuggets at Orlando Magic Tickets,9107571,Denver Nuggets,Orlando Magic,2015_081
167,2015-02-01T00:00:00Z,Dallas Mavericks at Orlando Magic Tickets,9107570,Dallas Mavericks,Orlando Magic,2015_032
168,2015-02-07T00:00:00Z,Los Angeles Lakers at Orlando Magic Tickets,9107579,Los Angeles Lakers,Orlando Magic,2015_038
169,2015-01-25T23:00:00Z,Indiana Pacers at Orlando Magic Tickets,9107577,Indiana Pacers,Orlando Magic,2015_025
170,2015-03-27T23:00:00Z,Detroit Pistons at Orlando Magic Tickets,9107574,Detroit Pistons,Orlando Magic,2015_086
171,2014-12-31T00:00:00Z,Detroit Pistons at Orlando Magic Tickets,9107573,Detroit Pistons,Orlando Magic,2014_365
172,2015-02-26T00:00:00Z,Miami Heat at Orlando Magic Tickets,9107582,Miami Heat,Orlando Magic,2015_057
173,2014-11-23T00:00:00Z,Miami Heat at Orlando Magic Tickets,9107581,Miami Heat,Orlando Magic,2014_327
174,2015-01-17T00:00:00Z,Memphis Grizzlies at Orlando Magic Tickets,9107580,Memphis Grizzlies,Orlando Magic,2015_017
175,2015-04-14T02:30:00Z,Memphis Grizzlies at Golden State Warriors Tickets,9108928,Memphis Grizzlies,Golden State Warriors,2015_104
176,2015-04-16T02:30:00Z,Denver Nuggets at Golden State Warriors Tickets,9108930,Denver Nuggets,Golden State Warriors,2015_106
177,2015-01-17T03:30:00Z,Cleveland Cavaliers at Los Angeles Clippers Tickets,9106863,Cleveland Cavaliers,Los Angeles Clippers,2015_017
178,2014-12-27T00:30:00Z,Indiana Pacers at Detroit Pistons Tickets,9107956,Indiana Pacers,Detroit Pistons,2014_361
179,2015-01-10T20:30:00Z,Dallas Mavericks at Los Angeles Clippers Tickets,9106858,Dallas Mavericks,Los Angeles Clippers,2015_010
180,2015-01-19T21:00:00Z,Denver Nuggets at Golden State Warriors Tickets,9106857,Denver Nuggets,Golden State Warriors,2015_019
181,2015-01-06T03:30:00Z,Atlanta Hawks at Los Angeles Clippers Tickets,9106853,Atlanta Hawks,Los Angeles Clippers,2015_006
182,2015-02-01T03:30:00Z,Phoenix Suns at Golden State Warriors Tickets,9106867,Phoenix Suns,Golden State Warriors,2015_032
183,2015-01-28T03:30:00Z,Chicago Bulls at Golden State Warriors Tickets (Manute Bol Bobb,9106864,Chicago Bulls,Golden State Warriors,2015_028
184,2015-01-26T01:00:00Z,Boston Celtics at Golden State Warriors Tickets,9106861,Boston Celtics,Golden State Warriors,2015_026
185,2015-02-22T18:00:00Z,Cleveland Cavaliers at New York Knicks Tickets,9106877,Cleveland Cavaliers,New York Knicks,2015_053
186,2015-04-03T02:30:00Z,Phoenix Suns at Golden State Warriors Tickets,9106870,Phoenix Suns,Golden State Warriors,2015_093
187,2015-02-05T03:30:00Z,Dallas Mavericks at Golden State Warriors Tickets,9106872,Dallas Mavericks,Golden State Warriors,2015_036
188,2015-03-19T02:30:00Z,Atlanta Hawks at Golden State Warriors Tickets,9106889,Atlanta Hawks,Golden State Warriors,2015_078
189,2015-03-17T23:30:00Z,San Antonio Spurs at New York Knicks Tickets,9106887,San Antonio Spurs,New York Knicks,2015_076
190,2015-03-15T02:30:00Z,New York Knicks at Golden State Warriors Tickets,9106888,New York Knicks,Golden State Warriors,2015_074
191,2014-12-03T03:30:00Z,Orlando Magic at Golden State Warriors Tickets,9106817,Orlando Magic,Golden State Warriors,2014_337
192,2015-03-22T02:30:00Z,Utah Jazz at Golden State Warriors Tickets,9106813,Utah Jazz,Golden State Warriors,2015_081
193,2014-12-05T03:30:00Z,New Orleans Pelicans at Golden State Warriors Tickets (Sarunas,9106820,New Orleans Pelicans,Golden State Warriors,2014_339
194,2015-01-22T03:30:00Z,Houston Rockets at Golden State Warriors Tickets,9106827,Houston Rockets,Golden State Warriors,2015_022
195,2014-12-11T03:30:00Z,Houston Rockets at Golden State Warriors Tickets,9106825,Houston Rockets,Golden State Warriors,2014_345
196,2015-03-21T02:30:00Z,New Orleans Pelicans at Golden State Warriors Tickets,9106821,New Orleans Pelicans,Golden State Warriors,2015_080
197,2015-01-06T03:30:00Z,Oklahoma City Thunder at Golden State Warriors Tickets,9106832,Oklahoma City Thunder,Golden State Warriors,2015_006
198,2014-12-21T03:30:00Z,Milwaukee Bucks at Los Angeles Clippers Tickets,9106837,Milwaukee Bucks,Los Angeles Clippers,2014_355
199,2014-12-23T03:30:00Z,Sacramento Kings at Golden State Warriors Tickets,9106836,Sacramento Kings,Golden State Warriors,2014_357
200,2015-01-24T03:30:00Z,Sacramento Kings at Golden State Warriors Tickets,9106838,Sacramento Kings,Golden State Warriors,2015_024
201,2015-01-08T03:30:00Z,Indiana Pacers at Golden State Warriors Tickets (Draymond Green,9106849,Indiana Pacers,Golden State Warriors,2015_008
202,2015-01-03T03:30:00Z,Toronto Raptors at Golden State Warriors Tickets,9106847,Toronto Raptors,Golden State Warriors,2015_003
203,2015-02-21T03:30:00Z,San Antonio Spurs at Golden State Warriors Tickets,9106807,San Antonio Spurs,Golden State Warriors,2015_052
204,2015-03-17T02:30:00Z,Los Angeles Lakers at Golden State Warriors Tickets,9106796,Los Angeles Lakers,Golden State Warriors,2015_076
